Date,GS.N,SlowK,SlowD,RSI,ADX,CCI,Aroon Down,Aroon Up,OBV,Chaikin A/D,SMA,EMA
2014-04-25,158.24,65.6968,75.2429,50.4715,21.0090,44.4223,35.7143,0.0000,-277369200.0000,615971811.0424,130.5027,131.7819
2014-04-28,156.54,48.0248,65.8135,45.0515,21.2361,-47.5288,28.5714,0.0000,-281267000.0000,616173645.4033,130.8458,131.6614
2014-04-29,158.24,39.2614,50.9944,40.9691,21.4405,-16.7829,21.4286,78.5714,-279106500.0000,617986478.7366,131.0301,131.3269
2014-04-30,159.82,51.7879,46.3580,45.6725,20.2360,43.6692,14.2857,71.4286,-276360800.0000,619365655.2343,131.3096,131.2561
2014-01-05,160.37,,,,,,,,,,,
2014-02-05,158.88,13.9958,16.6225,23.8619,55.6381,-111.9510,85.7143,0.0000,-296623100.0000,630025386.2223,136.1819,136.2720
2014-05-05,156.35,59.4150,68.6997,40.9037,19.3627,-150.0265,7.1429,50.0000,-279858500.0000,618975695.5920,131.4658,131.2281
2014-06-05,154.54,90.8858,73.6446,67.2243,18.1487,133.0485,7.1429,100.0000,-270609300.0000,630975334.7904,133.1104,133.0372
2014-07-05,155.52,,,,,,,,,,,
2014-08-05,157.4,15.0105,12.3185,47.5571,27.8409,-119.2064,100.0000,50.0000,-261396600.0000,639658459.9949,145.0313,143.5025
2014-09-05,157.2,57.6098,69.9051,66.6455,32.2565,42.5516,0.0000,85.7143,-243898500.0000,642588326.7147,148.2728,148.1929
2014-12-05,159.55,89.0688,84.5627,67.1999,17.9071,227.3853,71.4286,100.0000,-245551392.0000,655521364.8871,158.4906,158.6457
2014-05-13,160.28,87.4543,69.3064,54.5142,18.0036,78.5936,71.4286,7.1429,-275430500.0000,622665686.6123,130.3919,130.5076
2014-05-14,159.45,86.5180,82.0308,56.7211,16.6316,67.5850,64.2857,0.0000,-277559200.0000,620986525.7428,130.5424,130.8593
2014-05-15,156.64,61.4528,78.4750,50.3207,16.8629,-16.1979,57.1429,35.7143,-280328500.0000,619528999.4270,130.4506,130.9201
2014-05-16,156.43,39.7247,62.5652,40.0726,17.6669,-50.9023,50.0000,28.5714,-283174100.0000,620929724.9559,130.0496,130.5069
2014-05-19,157.67,30.4269,43.8682,42.7639,17.4938,-5.9481,42.8571,21.4286,-281556100.0000,622024735.0569,130.0290,130.2650
2014-05-20,156.35,32.6026,34.2514,47.7724,17.5929,-46.0475,35.7143,14.2857,-283591000.0000,621299248.9699,130.1637,130.2520
2014-05-21,159.35,54.4836,39.1710,46.5938,16.0919,45.3596,28.5714,7.1429,-279364700.0000,624235075.6875,130.3084,130.1933
2014-05-22,159.85,69.5078,52.1980,53.6943,14.6623,72.0647,21.4286,0.0000,-277719600.0000,624982848.4148,130.5721,130.4143
2014-05-23,160.16,92.3437,72.1117,57.0936,13.5257,78.5736,14.2857,42.8571,-276509400.0000,625394730.5422,130.7656,130.7394
2014-05-26,,,,,,,,,,,,
2014-05-27,161.77,87.9851,83.2789,61.0936,14.6080,135.1904,7.1429,100.0000,-273260600.0000,624858963.5246,131.0310,131.1873
2014-05-28,161.19,81.7920,87.3736,62.1909,15.3276,99.4667,0.0000,92.8571,-275115800.0000,625862596.3115,131.1880,131.6047
2014-05-29,160.74,69.0483,79.6085,62.9807,16.2390,83.6756,42.8571,85.7143,-276895000.0000,625757145.6179,131.3111,131.9809
2014-05-30,159.81,49.9801,66.9401,58.7150,16.5313,41.2154,35.7143,78.5714,-279101300.0000,625488811.8342,131.4994,132.1801
2014-02-06,160.03,24.3797,18.4475,26.6668,57.6539,-86.4144,78.5714,0.0000,-292825100.0000,632823859.9315,135.2541,135.6384
2014-03-06,161.8,92.2051,84.3984,73.1842,28.6275,172.2826,57.1429,100.0000,-276310700.0000,642152626.2658,136.9003,137.6365
2014-04-06,162.39,,,,,,,,,,,
2014-05-06,162.58,30.6482,55.0220,39.3305,20.6909,-134.9102,0.0000,42.8571,-282931600.0000,617227524.9333,131.3178,130.7950
2014-06-06,166.19,92.2364,86.6809,67.8540,20.9183,213.7455,0.0000,100.0000,-267131200.0000,634308513.9571,133.4829,133.4184
2014-09-06,166.0,,,,,,,,,,,
2014-10-06,166.36,73.5447,49.4146,64.7771,30.8778,128.1618,78.5714,100.0000,-237499202.0000,647099010.7132,153.6945,153.6846
2014-11-06,165.43,72.7020,78.9086,66.4500,28.1080,77.6144,0.0000,78.5714,-247312247.0000,651276737.8962,155.6791,156.0530
2014-12-06,165.96,,,,,,,,,,,
2014-06-13,165.89,61.5903,72.3637,72.9359,30.7024,63.9700,35.7143,78.5714,-269279500.0000,632925307.5526,135.6822,136.0289
2014-06-16,165.85,55.5661,63.9427,67.7111,30.6589,39.5142,28.5714,71.4286,-271035900.0000,633533292.1680,136.1584,136.2614
2014-06-17,168.22,61.3964,59.5176,68.1787,32.0410,119.1299,21.4286,100.0000,-268585900.0000,635196322.4711,136.6387,136.4696
2014-06-18,169.86,77.7496,64.9040,75.5540,33.9569,194.2065,14.2857,100.0000,-265712700.0000,637578726.7415,137.1737,136.9794
2014-06-19,169.73,91.9653,77.0371,80.3093,35.7103,159.4440,7.1429,100.0000,-268019600.0000,638272672.2700,137.7777,137.7147
2014-06-20,169.84,89.8396,86.5182,80.9343,37.7343,129.5159,0.0000,100.0000,-263331400.0000,635956392.4820,138.3932,138.3646
2014-06-23,170.24,86.2821,89.3623,79.7046,39.2003,95.6873,0.0000,92.8571,-261592900.0000,636757828.6523,138.7366,138.8752
2014-06-24,168.23,63.7264,79.9494,74.0769,38.5103,41.9971,0.0000,85.7143,-263200900.0000,635496167.1138,139.0427,139.1980
2014-06-25,168.38,45.5042,65.1709,60.9470,37.0940,7.1509,0.0000,78.5714,-261599700.0000,635832221.4348,139.2692,139.2011
2014-06-26,168.01,28.7507,45.9937,55.7435,34.4369,-40.4458,0.0000,71.4286,-263730900.0000,637718455.9175,139.3721,139.0800
2014-06-27,166.78,23.6990,32.6513,56.9875,32.0456,-79.0818,35.7143,64.2857,-266842100.0000,636600368.4175,139.4616,139.0186
2014-06-30,167.44,23.3549,25.2682,54.4047,30.1930,-82.2896,28.5714,57.1429,-264956900.0000,637334861.9240,139.5736,138.9111
2014-01-07,166.81,64.2258,69.1750,81.5933,52.3384,116.2981,0.0000,92.8571,-278629500.0000,644457089.9600,145.9572,145.7607
2014-02-07,166.89,26.5369,21.6375,34.3091,58.0273,-57.3098,71.4286,0.0000,-287945200.0000,634104137.8783,134.7804,135.3627
2014-03-07,169.46,88.6141,87.6583,75.2442,31.3555,137.5376,50.0000,100.0000,-272221800.0000,641855851.2658,137.7463,138.7634
2014-04-07,,31.7681,61.0901,39.9401,18.4940,-153.2576,100.0000,14.2857,-284375200.0000,619080243.1029,136.1203,136.7017
2014-07-07,167.78,56.9633,45.6465,65.1865,28.5567,-8.4854,0.0000,28.5714,-265999900.0000,636285414.7208,139.2667,139.0494
2014-08-07,164.91,17.5596,17.3273,46.3776,25.9429,-79.8163,92.8571,35.7143,-261605800.0000,638700095.8311,143.9064,142.5000
2014-09-07,164.67,,,,,,,,,,,
2014-10-07,163.42,70.0292,64.2597,57.1668,28.5468,-3.8671,71.4286,92.8571,-240426264.0000,644530364.4683,153.8601,153.9673
2014-11-07,164.8,67.6711,72.3906,68.2454,28.4939,60.4570,0.0000,71.4286,-249293637.0000,651864322.5169,156.5928,156.6147
2014-07-14,167.0,51.6335,32.9236,54.6165,23.4848,35.1103,85.7143,0.0000,-267269000.0000,638968720.1484,137.8233,137.6140
2014-07-15,169.17,73.6527,50.9976,61.8448,23.6745,93.6936,78.5714,0.0000,-262466700.0000,640635026.8233,138.0580,138.1887
2014-07-16,170.47,90.5033,71.9298,59.7469,24.3247,116.0490,71.4286,100.0000,-259161500.0000,642212886.1197,138.2945,138.5835
2014-07-17,170.14,89.1000,84.4187,62.5948,25.2539,95.8349,64.2857,100.0000,-262977000.0000,641871199.5526,138.5608,139.0589
2014-07-18,171.47,90.8860,90.1631,63.1681,26.2014,103.9697,57.1429,100.0000,-260418400.0000,643666038.3585,138.7748,139.4779
2014-07-21,171.72,90.1593,90.0484,61.9030,27.2466,90.7148,50.0000,100.0000,-258191000.0000,645067670.5537,138.8743,139.7846
2014-07-22,175.02,93.5822,91.5425,68.3819,29.8180,128.5041,42.8571,100.0000,-254341500.0000,647993290.5537,139.3422,140.3689
2014-07-23,176.82,93.9771,92.5729,74.5420,32.7828,142.3252,35.7143,100.0000,-250905400.0000,650370091.9024,140.1693,141.2737
2014-07-24,176.26,91.9317,93.1637,77.3026,35.4846,126.1969,28.5714,100.0000,-252918200.0000,649887490.7328,141.3787,142.2539
2014-07-25,175.4,86.9396,90.9495,82.2518,39.1388,153.2903,21.4286,100.0000,-250803300.0000,648044964.2177,142.8271,143.6109
2014-07-28,175.95,67.4934,82.1216,60.4443,38.0759,47.7283,14.2857,92.8571,-253106700.0000,649035996.3088,143.4758,143.8946
2014-07-29,175.54,42.8610,65.7647,62.7850,37.3835,44.5638,7.1429,85.7143,-256162300.0000,646311746.3902,144.0126,144.3033
2014-07-30,175.76,21.2873,43.8806,62.0527,36.9177,38.8205,0.0000,78.5714,-253816700.0000,644851278.4657,144.5733,144.6059
2014-07-31,172.87,9.2940,24.4808,56.7312,34.5092,-47.5298,0.0000,71.4286,-257614300.0000,641298684.9173,144.9242,144.6243
2014-01-08,170.25,52.4632,61.5565,66.3413,51.6800,54.4276,0.0000,85.7143,-276420900.0000,645426719.2283,146.1731,145.9995
2014-04-08,171.69,9.6430,34.9106,30.9729,21.3552,-188.0352,100.0000,7.1429,-291215100.0000,616744667.4931,135.4680,135.7017
2014-05-08,169.42,24.1168,24.0287,39.7226,21.7405,-24.6261,92.8571,28.5714,-276951100.0000,619749532.2130,130.4803,130.0830
2014-06-08,169.74,,,,,,,,,,,
2014-07-08,169.1,50.8194,52.7538,50.1915,27.0077,-193.4260,100.0000,21.4286,-268422100.0000,635737441.6060,138.9813,138.9167
2014-08-08,172.26,47.1212,28.0309,43.9013,23.8840,-34.7056,85.7143,28.5714,-259354900.0000,640679233.6263,142.9831,142.1335
2014-11-08,172.46,,,,,,,,,,,
2014-12-08,172.33,88.5345,88.7832,74.1495,20.5855,174.0376,64.2857,100.0000,-242836431.0000,656033765.9772,158.8694,159.4656
2014-08-13,172.37,80.1199,77.5084,52.6686,17.6907,54.3312,64.2857,7.1429,-256908700.0000,641297068.9237,142.1369,142.4909
2014-08-14,172.73,81.2030,82.3519,53.8597,16.0026,92.8674,57.1429,0.0000,-255477300.0000,641977237.7180,142.0009,142.6464
2014-08-15,171.9,60.8541,74.0590,53.9883,15.8371,80.9955,50.0000,14.2857,-257923300.0000,640243364.3003,142.0391,142.7797
2014-08-18,174.55,67.3884,69.8152,55.4044,15.7141,124.3531,42.8571,7.1429,-256045600.0000,641965400.0516,142.2614,142.9506
2014-08-19,173.96,62.2577,63.5000,60.8280,16.0303,123.2864,35.7143,0.0000,-257961700.0000,640909589.8475,142.5608,143.3408
2014-08-20,174.03,79.5397,69.7286,53.6638,15.0247,81.6238,28.5714,0.0000,-256206600.0000,642331421.9192,142.9856,143.4128
2014-08-21,175.15,74.6042,72.1338,56.9926,15.7112,131.6991,21.4286,100.0000,-254131400.0000,643117989.6611,143.3124,143.6179
2014-08-22,175.47,73.0340,75.7259,60.5923,17.1318,149.7234,14.2857,100.0000,-251449400.0000,642032715.2425,143.8102,143.9531
2014-08-25,177.87,73.6420,73.7600,64.6233,20.0702,196.9552,7.1429,100.0000,-248385900.0000,641510118.1837,144.1387,144.4326
2014-08-26,177.9,70.3720,72.3493,69.1594,22.7146,143.9845,0.0000,92.8571,-245275300.0000,638817359.9747,144.6936,145.0903
2014-08-27,177.81,74.0757,72.6965,70.2241,24.7285,107.1398,7.1429,85.7143,-243201600.0000,639201378.4932,145.2338,145.6950
2014-08-28,177.65,72.2087,72.2188,63.0315,24.9701,68.0277,0.0000,78.5714,-245163400.0000,640952232.2567,145.6318,145.9916
2014-08-29,179.11,77.6068,74.6304,66.7049,26.3554,102.8436,14.2857,100.0000,-242602800.0000,642300897.7907,146.1321,146.4264
2014-01-09,,37.1351,51.2747,68.0663,49.9893,14.3835,0.0000,78.5714,-278570400.0000,644652203.0340,146.3716,146.2819
2014-02-09,179.77,,,,,,,,,,,
2014-03-09,179.6,,,,,,,,,,,
2014-04-09,180.08,10.7328,17.3813,28.3290,23.7078,-117.8213,92.8571,0.0000,-287205100.0000,618143504.7024,134.8372,134.6446
2014-05-09,179.75,48.3448,29.9275,47.0935,21.4276,-18.3759,85.7143,21.4286,-279588100.0000,620723559.2400,130.2398,130.1166
2014-08-09,180.11,,,,,,,,,,,
2014-09-09,177.4,37.5105,50.1533,56.1550,30.0210,-81.4081,7.1429,71.4286,-244750600.0000,642078772.6204,148.8166,148.3527
2014-10-09,179.87,37.2283,56.1651,54.6637,24.4839,-69.0668,57.1429,78.5714,-242155347.0000,643270464.8456,153.6213,153.9628
2014-11-09,181.0,,,,,,,,,,,
2014-12-09,183.17,85.9931,87.8655,64.3786,21.3030,109.0957,57.1429,92.8571,-238268023.0000,659904222.7550,159.2161,159.8693
2014-09-15,183.98,93.6978,78.1440,73.7320,30.7642,194.4818,21.4286,100.0000,-234720900.0000,649063111.3712,149.5647,149.3963
2014-09-16,184.04,94.0491,90.5551,76.0290,31.9738,133.4039,14.2857,100.0000,-232583300.0000,649937584.0984,149.9508,150.0563
2014-09-17,184.82,91.1532,92.9667,75.4367,33.6452,118.4788,7.1429,100.0000,-229763000.0000,650438156.8257,150.2288,150.5842
2014-09-18,187.89,90.6450,91.9491,79.8244,36.1728,143.4069,0.0000,100.0000,-226196400.0000,652690105.6312,150.7197,151.3202
2014-09-19,186.2,80.2668,87.3550,83.7287,38.4985,107.7078,42.8571,100.0000,-231620900.0000,648551413.0386,151.4420,152.2901
2014-09-22,185.29,65.6491,78.8536,69.7754,39.5303,66.7691,35.7143,92.8571,-233434046.0000,647110697.0278,151.9762,152.7416
2014-09-23,185.09,45.2354,63.7171,62.4577,39.7468,49.8380,28.5714,85.7143,-235376923.0000,646050174.6479,152.5287,152.8948
2014-09-24,187.81,52.0649,54.3165,64.4562,40.5960,80.0739,21.4286,78.5714,-232570607.0000,648380205.8705,153.1054,153.1245
2014-09-25,184.09,41.8067,46.3690,70.0958,40.0170,-3.8770,14.2857,71.4286,-235573415.0000,646249180.8383,153.8285,153.6452
2014-09-26,185.12,44.1198,45.9971,57.5895,39.1801,-49.2214,7.1429,64.2857,-233640880.0000,647402205.9223,154.1713,153.6613
2014-09-29,183.83,26.2047,37.3771,51.4206,37.1151,-119.2241,0.0000,57.1429,-235388144.0000,648068535.4138,154.1880,153.4263
2014-09-30,183.57,29.8171,33.3805,55.6087,35.6199,-104.5545,0.0000,50.0000,-237425791.0000,647601023.3316,154.2304,153.4308
2014-01-10,180.7,36.2090,41.9358,58.4287,48.4677,27.5522,7.1429,71.4286,-276063900.0000,646220597.7708,146.4376,146.2612
2014-02-10,182.88,35.7198,28.8788,30.4753,58.3633,-68.8316,64.2857,0.0000,-292266900.0000,633959114.3883,134.2811,134.8735
2014-03-10,188.07,84.3869,88.4020,73.3704,33.1603,92.4051,42.8571,92.8571,-274400900.0000,641921354.8413,138.5791,139.6283
2014-06-10,187.48,91.2512,91.4311,75.2761,26.3558,125.1586,0.0000,100.0000,-267824200.0000,633315201.7449,134.4752,134.8195
2014-07-10,183.8,19.4308,32.3615,32.2460,26.2324,-172.4334,100.0000,7.1429,-272570000.0000,637670865.9847,138.1593,137.8524
2014-08-10,186.64,,,,,,,,,,,
2014-09-10,181.27,44.2658,45.7053,57.9384,28.8474,26.3200,0.0000,64.2857,-242292800.0000,643796846.4068,148.8508,148.3598
2014-10-10,180.38,25.7446,41.4036,44.7715,23.5869,-106.7403,100.0000,71.4286,-246560614.0000,639840758.7038,153.3567,153.4401
2014-10-13,178.77,4.1697,22.3809,43.5958,23.6743,-112.5760,100.0000,64.2857,-249997252.0000,636799810.3669,153.1811,152.9261
2014-10-14,178.7,5.5474,11.8206,40.4487,24.1470,-105.4414,100.0000,57.1429,-253554489.0000,634888459.1430,152.7709,152.2756
2014-10-15,177.24,17.4322,9.0498,34.9364,26.9477,-161.3483,100.0000,50.0000,-259884985.0000,639821104.7533,152.2134,151.2910
2014-10-16,172.58,20.0616,14.3471,28.4877,29.5405,-146.3259,100.0000,42.8571,-267682793.0000,636115983.2582,151.4994,149.8091
2014-10-17,176.91,32.4895,23.3278,39.0573,30.7328,-75.5574,92.8571,35.7143,-262731796.0000,638510213.0875,150.7663,149.1686
2014-10-20,177.84,40.3041,30.9517,40.1494,31.3869,-49.9267,85.7143,28.5714,-260423970.0000,640479275.6379,149.6970,148.7081
2014-10-21,180.18,69.2899,47.3612,47.6017,29.9926,12.9233,78.5714,21.4286,-257771360.0000,642654415.8379,149.0863,148.7852
2014-10-22,176.83,72.9653,60.8531,50.6298,29.5158,-7.1075,71.4286,14.2857,-260859552.0000,639566223.8379,148.7967,149.0494
2014-10-23,180.06,79.6914,73.9822,46.6854,28.8347,62.9109,64.2857,7.1429,-257463121.0000,640006765.0973,148.2125,149.0009
2014-10-24,183.35,79.7423,77.4663,50.2993,26.3667,131.1661,57.1429,0.0000,-254562250.0000,642674232.6835,148.1044,149.1836
2014-10-27,183.91,92.4768,83.9702,56.1219,23.7830,136.6132,50.0000,7.1429,-252173806.0000,644417151.2781,148.2591,149.7249
2014-10-28,186.32,98.2547,90.1579,58.8129,22.8377,137.3559,42.8571,0.0000,-249137280.0000,647453677.2781,148.6486,150.3645
2014-10-29,186.08,94.0957,94.9424,62.5969,22.5522,122.6817,35.7143,100.0000,-252516241.0000,646503344.4969,149.4474,151.1798
2014-10-30,186.97,93.6800,95.3435,60.6404,22.1000,101.2891,28.5714,92.8571,-249721559.0000,648922222.3490,150.5674,151.7546
2014-10-31,189.99,93.6367,93.8041,67.5803,23.2515,130.5505,21.4286,100.0000,-246364413.0000,652243654.0298,151.6858,152.7937
2014-03-11,190.83,63.0142,78.6717,74.0506,32.4019,41.9532,35.7143,85.7143,-278233200.0000,638163649.4885,139.2743,140.3901
2014-04-11,190.27,11.8582,11.4381,26.9278,29.4119,-130.4791,100.0000,0.0000,-298472400.0000,612276805.6819,133.9154,132.8321
2014-05-11,189.84,,,,,,,,,,,
2014-06-11,191.0,80.8289,87.6286,69.6513,27.6635,73.5110,0.0000,92.8571,-269828300.0000,633328835.0782,134.8220,135.2069
2014-07-11,190.71,27.7064,24.6572,36.8395,25.0767,-86.1181,92.8571,0.0000,-270276700.0000,639398391.5769,137.8291,137.3762
2014-10-11,191.8,,,,,,,,,,,
2014-11-11,191.88,77.9488,74.3318,67.9698,30.0848,88.5257,0.0000,100.0000,-246109882.0000,653675220.4701,157.8659,157.4435
2014-12-11,190.18,47.2714,66.2232,57.5191,20.2238,37.5836,42.8571,78.5714,-241594869.0000,654114476.4723,159.9898,160.5874
2014-11-13,190.24,44.0840,62.9078,63.1766,29.1787,-42.6280,0.0000,85.7143,-246682323.0000,653962740.7221,158.6922,157.8700
2014-11-14,189.98,26.1115,45.6287,60.7710,28.8968,-69.6187,0.0000,78.5714,-248373854.0000,653269490.3123,158.7854,157.9667
2014-11-17,189.93,24.4253,31.5402,56.5819,28.0663,-64.0765,0.0000,71.4286,-249967245.0000,652824634.9570,158.7163,157.9187
2014-11-18,189.64,21.8338,24.1235,56.9742,27.3188,-85.1578,7.1429,64.2857,-251779660.0000,651181604.5364,158.6456,157.8946
2014-11-19,189.19,25.4884,23.9158,57.3595,24.6568,-156.7539,0.0000,57.1429,-254039803.0000,651434961.2989,158.4900,157.8885
2014-11-20,189.75,38.6408,28.6543,47.4458,22.8959,-136.1767,100.0000,50.0000,-251189808.0000,654013469.4403,158.2770,157.5975
2014-11-21,189.59,47.8337,37.3210,61.8051,21.9781,0.1508,92.8571,42.8571,-253557496.0000,652101703.8560,158.2995,157.9193
2014-11-24,190.07,57.1691,47.8812,55.5187,21.1522,19.6125,85.7143,35.7143,-251528677.0000,651403257.9708,158.2687,157.9737
2014-11-25,188.86,47.6591,50.8873,56.7926,19.5298,-100.8765,78.5714,28.5714,-255206569.0000,649836156.1621,158.1597,158.0727
2014-11-26,188.52,38.9694,47.9325,54.0231,18.5929,-120.3186,71.4286,21.4286,-257230644.0000,649272372.7146,158.0981,158.0660
2014-11-27,,,,,,,,,,,,
2014-11-28,188.41,29.3786,38.6690,49.7474,17.5066,-41.3157,64.2857,14.2857,-256035477.0000,648590041.0091,157.9450,157.9213
2014-01-12,188.2,,,,,,,,,,,
2014-02-12,190.19,64.0963,51.4473,45.3113,50.5569,68.4841,50.0000,0.0000,-290317200.0000,635510269.7102,134.0100,134.6903
2014-03-12,190.95,41.5804,62.9938,53.6288,30.1968,-8.2170,28.5714,78.5714,-280783200.0000,640081998.1124,139.7596,140.2873
2014-04-12,191.95,,,,,,,,,,,
2014-05-12,195.45,72.1203,48.1939,48.4102,19.5281,60.3900,78.5714,14.2857,-277332000.0000,622094914.1420,130.1827,130.1952
2014-08-12,196.62,85.7328,66.5088,50.9006,19.5223,24.5503,71.4286,14.2857,-258619800.0000,640684452.8743,142.4323,142.3745
2014-09-12,196.89,83.9185,61.6667,67.2217,29.5072,190.1736,0.0000,100.0000,-237028900.0000,647780889.1489,149.1828,148.7727
2014-10-12,192.0,,,,,,,,,,,
2014-11-12,193.54,66.6906,74.0050,62.6780,29.4919,-1.5685,0.0000,92.8571,-248431955.0000,653883611.6367,158.2462,157.6631
2014-12-12,188.82,20.9079,44.5281,52.4745,19.9407,-67.7556,35.7143,71.4286,-245433783.0000,651536979.9969,160.2661,160.4867
2014-12-15,185.54,12.8797,27.0197,47.2298,21.0079,-136.4231,100.0000,64.2857,-250162847.0000,647035611.6710,160.4531,160.1811
2014-12-16,183.31,5.1015,12.9630,32.0327,23.1306,-164.4989,100.0000,57.1429,-254344213.0000,644534176.3818,160.0065,158.9779
2014-12-17,185.03,9.5899,9.1904,32.6082,25.0410,-111.3185,92.8571,50.0000,-249269409.0000,644410400.6745,159.5357,158.0163
2014-12-18,191.61,39.2181,17.9698,45.8257,23.0378,-12.5861,85.7143,42.8571,-245059801.0000,648510668.2070,159.3036,157.8199
2014-12-19,193.28,65.7691,38.1924,56.2634,21.8966,47.2993,78.5714,35.7143,-240261575.0000,647751352.9814,159.2652,158.3058
2014-12-22,194.44,90.6300,65.2058,59.6310,20.8695,65.2157,71.4286,28.5714,-237205751.0000,650596187.9825,159.1375,158.9553
2014-12-23,195.5,92.3644,82.9212,62.3839,20.7021,97.3687,64.2857,21.4286,-234859685.0000,650887305.6614,159.2752,159.7022
2014-12-24,195.89,93.7081,92.2342,64.7712,20.8522,93.2292,57.1429,14.2857,-234161985.0000,650895325.2016,159.3695,160.5061
2014-12-25,,,,,,,,,,,,
2014-12-26,195.45,86.0088,90.6938,62.9535,20.9874,82.4168,50.0000,7.1429,-235178237.0000,649972307.3301,159.6275,161.0849
2014-12-29,196.19,81.4986,87.0718,61.0499,20.6276,70.8152,42.8571,0.0000,-233948364.0000,650317131.5357,159.9497,161.4795
2014-12-30,195.71,67.2202,78.2425,60.7751,20.0924,55.8936,35.7143,0.0000,-235084516.0000,650519783.7125,160.3888,161.7918
2014-12-31,193.83,43.6946,64.1378,63.7540,18.8924,32.8375,28.5714,85.7143,-236651296.0000,649014446.0654,161.4481,162.2218
2015-01-01,,,,,,,,,,,,
2015-02-01,194.41,,,,,,,,,,,
2015-05-01,188.34,54.8568,49.3404,57.6570,19.9329,-21.3137,78.5714,21.4286,-241083939.0000,660640052.8477,165.8593,165.4970
2015-06-01,184.53,69.1724,73.6657,72.1322,31.7404,92.8332,7.1429,78.5714,-227558675.0000,677464251.1269,172.6708,172.6692
2015-07-01,187.28,13.4302,8.8216,49.7303,25.3771,-82.9796,85.7143,57.1429,-221353655.0000,669286594.7919,179.4356,178.4929
2015-08-01,190.27,,,,,,,,,,,
2015-09-01,187.35,70.0300,75.3941,34.3910,57.1363,-56.5376,57.1429,28.5714,-248559097.0000,661792101.4050,158.6242,159.1183
2015-12-01,185.07,78.2519,58.0371,52.8276,15.8503,83.3415,71.4286,7.1429,-237351495.0000,672743977.7861,161.0796,161.0821
2015-01-13,184.93,22.9741,31.7169,37.3787,26.2507,-80.2493,100.0000,28.5714,-244544984.0000,641615070.1224,159.3929,158.5076
2015-01-14,180.23,17.0729,24.7939,28.2032,28.1197,-159.1839,100.0000,21.4286,-249749516.0000,641438045.2244,158.1975,157.1868
2015-01-15,178.49,14.3134,18.1201,26.8471,29.9593,-149.5058,100.0000,14.2857,-252894619.0000,639811796.8439,156.8227,155.9544
2015-01-16,177.23,14.6638,15.3500,22.6690,32.4398,-142.9384,100.0000,7.1429,-258018723.0000,640066305.3208,155.2725,154.4224
2015-01-19,,,,,,,,,,,,
2015-01-20,175.63,12.7063,13.8945,25.7933,34.6722,-115.9078,92.8571,0.0000,-261626144.0000,638922488.9061,153.9795,153.2964
2015-01-21,177.15,25.2118,17.5273,22.2090,37.0088,-89.2574,100.0000,7.1429,-257889313.0000,640995524.4160,152.8316,151.9168
2015-01-22,182.04,49.7691,29.2290,36.1217,36.0573,-19.8260,92.8571,0.0000,-251661166.0000,645940719.7868,152.1605,151.4346
2015-01-23,180.49,71.5160,48.8323,43.0784,34.9517,4.4118,85.7143,0.0000,-254784545.0000,642988150.5758,151.4994,151.4377
2015-01-26,180.42,81.5553,67.6134,38.2864,34.8280,-9.9085,78.5714,0.0000,-257521024.0000,644659924.4359,150.5177,151.0290
2015-01-27,176.49,62.1391,71.7368,35.8654,35.2988,-66.2874,71.4286,21.4286,-260856664.0000,641865969.5641,149.6729,150.4699
2015-01-28,173.05,37.2415,60.3119,37.3233,36.6648,-118.4215,64.2857,14.2857,-263873642.0000,638945534.8601,148.9341,150.0868
2015-01-29,175.99,22.3637,40.5814,30.2325,37.8942,-86.0090,57.1429,7.1429,-261452697.0000,640901778.3431,148.2663,149.0829
2015-01-30,172.41,10.6690,23.4247,33.1777,39.2126,-118.7566,100.0000,0.0000,-264489569.0000,638027113.1561,147.7613,148.4056
2015-02-02,175.49,27.2783,20.1037,31.4098,40.4172,-71.1314,100.0000,7.1429,-261514664.0000,640806066.3298,147.4491,147.6785
2015-03-02,180.24,65.0934,71.1687,61.9917,43.2661,70.6094,0.0000,71.4286,-246703206.0000,656991374.7249,158.6186,158.2535
2015-04-02,178.78,74.2098,66.5487,56.8109,19.6643,59.4684,64.2857,42.8571,-251391329.0000,659144796.5026,159.0774,158.8414
2015-05-02,180.77,,,,,,,,,,,
2015-06-02,183.43,49.6996,64.3371,68.5423,30.7508,24.7009,0.0000,71.4286,-229789229.0000,676817329.2440,173.0765,172.8658
2015-09-02,182.22,51.9051,69.0094,34.8516,57.3718,-26.4910,50.0000,21.4286,-245515644.0000,662426537.2267,157.4054,158.5196
2015-10-02,184.56,65.1486,46.3939,27.4235,32.3533,-46.6234,78.5714,21.4286,-257344968.0000,663026574.9232,149.4826,149.2010
2015-11-02,187.65,60.7205,71.6177,57.9305,14.0774,75.0948,14.2857,85.7143,-246050525.0000,667689300.2786,157.2583,157.3914
2015-12-02,189.78,73.9303,69.5850,58.1034,15.1602,40.9231,64.2857,0.0000,-239168665.0000,671337347.0973,161.1885,161.5196
2015-02-13,189.0,89.5340,90.9839,70.7158,31.4397,123.4317,35.7143,100.0000,-250462316.0000,650282601.9118,151.6304,153.0830
2015-02-16,,,,,,,,,,,,
2015-02-17,190.02,86.6803,90.7006,66.7195,32.9102,101.2356,28.5714,92.8571,-248338999.0000,651289347.0411,152.9485,153.9019
2015-02-18,188.67,75.8106,84.0083,68.1154,33.7553,68.8444,21.4286,85.7143,-250189420.0000,650859113.7161,154.0780,154.6874
