Date,MSFT.O,SlowK,SlowD,RSI,ADX,CCI,Aroon Down,Aroon Up,OBV,Chaikin A/D,SMA,EMA
2013-11-29,38.13,59.1876,61.9353,65.0066,39.2014,158.9493,21.4286,100.0000,-1921366974.0000,-6100891695.5654,31.4496,31.4622
2013-02-12,38.45,76.0875,52.0609,60.2033,17.8678,92.0763,78.5714,14.2857,-2490389396.0000,-6838123951.2305,22.5678,22.5262
2013-03-12,38.31,32.6111,41.0779,49.9288,17.2676,-55.7308,7.1429,64.2857,-2478952696.0000,-6766318164.6045,22.9948,22.9980
2013-04-12,38.94,50.9392,68.8471,55.9266,25.4798,-10.0118,7.1429,85.7143,-2301418596.0000,-6519540768.8846,23.6579,23.6727
2013-05-12,38.0,,,,,,,,,,,
2013-06-12,38.36,48.9808,61.7276,59.4366,48.9827,-17.4676,14.2857,78.5714,-1863524974.0000,-5981137582.2798,29.0411,28.9800
2013-09-12,38.705,92.1270,77.6981,54.9846,19.4557,51.6229,64.2857,7.1429,-2382071774.0000,-6061683860.2319,26.7173,26.8477
2013-10-12,38.11,,,,,,,,,,,
2013-11-12,37.61,61.2228,74.7470,69.7470,41.9265,50.3509,7.1429,71.4286,-1899537674.0000,-6051229721.1335,30.5480,30.6829
2013-12-12,37.22,26.3307,49.1473,47.8455,30.9052,-181.3884,64.2857,57.1429,-2041799274.0000,-6105992236.6670,32.1443,32.0194
2013-12-13,36.69,10.1319,30.0863,44.3608,30.4450,-171.2901,100.0000,50.0000,-2081865374.0000,-6139300199.3176,32.1107,31.9168
2013-12-16,36.885,6.6715,14.3780,35.3807,30.2087,-131.0584,100.0000,42.8571,-2050131174.0000,-6123433099.3176,31.9964,31.7274
2013-12-17,36.52,9.0437,8.6157,39.5209,30.4600,-111.6813,100.0000,35.7143,-2095818874.0000,-6147254793.3352,31.8955,31.6045
2013-12-18,36.58,24.6080,13.4411,33.0281,32.1594,-118.8571,100.0000,28.5714,-2032626774.0000,-6086425014.8305,31.7400,31.4154
2013-12-19,36.25,32.2351,21.9623,36.0458,33.6889,-92.4095,92.8571,21.4286,-2066786874.0000,-6095873553.1284,31.5433,31.2835
2013-12-20,36.8,55.8809,37.5747,32.6639,33.3955,-51.0604,85.7143,14.2857,-2004137774.0000,-6055088568.5646,31.3567,31.1282
2013-12-23,36.62,62.2890,50.1350,44.1256,33.1314,-36.9948,78.5714,7.1429,-2029266474.0000,-6069870156.7999,31.2096,31.0944
2013-12-24,37.08,81.2931,66.4877,42.9277,31.6725,26.3063,71.4286,0.0000,-2015023474.0000,-6060464402.0829,31.0507,31.0530
2013-12-25,,,,,,,,,,,,
2013-12-26,37.44,86.6511,76.7444,50.8367,29.1026,132.4460,64.2857,21.4286,-1997410674.0000,-6048355602.0829,30.9784,31.0925
2013-12-27,37.29,89.3232,85.7558,56.1784,26.3056,130.0052,57.1429,14.2857,-2011973674.0000,-6055151668.7496,30.9734,31.1828
2013-12-30,37.29,80.8721,85.6155,50.4126,24.7292,77.1179,50.0000,7.1429,-2011973674.0000,-6044977751.9786,30.9566,31.2018
2013-12-31,37.41,74.9113,81.7022,53.0875,22.5059,92.4352,42.8571,0.0000,-1994470174.0000,-6043868714.7885,31.0129,31.2447
2014-01-01,,,,,,,,,,,,
2014-02-01,37.16,,,,,,,,,,,
2014-03-01,36.91,,,,,,,,,,,
2014-06-01,36.13,,,,,,,,,,,
2014-07-01,36.41,59.3023,66.5238,59.4467,11.0606,65.3922,7.1429,85.7143,-1703985074.0000,-5739558617.7870,35.5981,35.5623
2014-08-01,35.76,11.8491,11.5618,45.8143,32.5064,-144.5097,7.1429,21.4286,-1551177274.0000,-5753934263.5135,37.7913,37.3915
2014-09-01,35.53,,,,,,,,,,,
2014-10-01,36.04,35.1137,36.8247,51.0584,23.6500,-100.1243,85.7143,42.8571,-1201806455.0000,-5317232365.3977,39.9502,39.7986
2014-01-13,34.98,19.7107,17.3955,34.3647,32.5327,-124.3292,100.0000,28.5714,-2165879174.0000,-6143673234.2477,30.7754,30.6081
2014-01-14,35.78,42.5490,27.4183,22.1331,35.0599,-87.8330,100.0000,21.4286,-2124255874.0000,-6108709662.2477,30.5661,30.3510
2014-01-15,36.76,61.1017,41.1205,43.0479,33.7019,40.8520,92.8571,14.2857,-2079443274.0000,-6066757440.9711,30.4400,30.3194
2014-01-16,36.89,89.8759,64.5089,52.5996,31.8027,89.4996,85.7143,7.1429,-2041424574.0000,-6040860645.3189,30.3845,30.4143
2014-01-17,36.38,89.2698,80.0825,54.1149,30.4777,62.5065,78.5714,0.0000,-2087692074.0000,-6055829542.3778,30.3534,30.5133
2014-01-20,,,,,,,,,,,,
2014-01-21,36.17,78.0591,85.7349,53.9779,29.5083,47.0958,71.4286,7.1429,-2119259374.0000,-6078258939.7462,30.3509,30.5929
2014-01-22,35.93,51.0729,72.8006,46.6345,29.3873,-2.2207,64.2857,0.0000,-2141163674.0000,-6086328945.0093,30.3454,30.5723
2014-01-23,36.055,38.5092,55.8804,44.5884,29.7986,-20.6165,57.1429,0.0000,-2097209674.0000,-6053183305.6651,30.3530,30.5295
2014-01-24,36.805,37.9497,42.5106,60.1355,27.9045,122.8231,50.0000,100.0000,-2020814174.0000,-6088385153.7043,30.4850,30.7024
2014-01-27,36.03,41.5241,39.3277,53.0786,25.4152,17.5411,42.8571,92.8571,-2065234974.0000,-6127924547.1109,30.5665,30.7552
2014-01-28,36.27,41.7898,40.4212,45.4204,23.7076,-28.0342,35.7143,85.7143,-2029029474.0000,-6105296109.6109,30.5774,30.6837
2014-01-29,36.66,39.4089,40.9076,44.1007,21.7497,28.1625,28.5714,78.5714,-1976283574.0000,-6076232042.2639,30.6825,30.6039
2014-01-30,36.86,51.5900,44.2629,52.8985,19.9875,66.5811,21.4286,71.4286,-1941247274.0000,-6043351822.2639,30.7573,30.6624
2014-01-31,37.84,71.8293,54.2761,54.4712,20.5731,193.3347,14.2857,100.0000,-1848084974.0000,-5957194206.4745,30.7792,30.7346
2014-03-02,36.48,,,,,,,,,,,
2014-04-02,36.35,85.1571,68.6966,72.1475,47.9468,133.4771,7.1429,100.0000,-1701413874.0000,-5991425923.5672,34.2141,34.1262
2014-05-02,35.82,24.4502,44.5155,52.9344,14.5774,-54.6796,7.1429,71.4286,-1848805474.0000,-6059283921.6703,34.0701,34.0888
2014-06-02,36.18,89.5397,80.1412,69.6623,14.2397,179.4332,28.5714,100.0000,-1820359674.0000,-5911793540.0195,34.2550,34.3360
2014-07-02,36.56,45.7364,54.7341,56.3629,10.6074,-8.8587,0.0000,78.5714,-1683776974.0000,-5719350517.7870,35.6087,35.5665
2014-10-02,36.8,22.4052,34.1661,44.4544,22.9585,-117.7279,100.0000,35.7143,-1226925963.0000,-5329246043.1369,39.8850,39.7121
2014-11-02,37.175,,,,,,,,,,,
2014-12-02,37.47,61.9812,43.6767,60.0399,33.5159,74.9567,78.5714,21.4286,-1214185680.0000,-5159099350.4552,41.6730,41.6132
2014-02-13,37.61,91.4221,82.5155,57.4492,20.3320,106.3900,64.2857,42.8571,-1830452374.0000,-6005348213.4350,30.9557,30.9678
2014-02-14,37.62,88.1312,88.9432,58.0803,22.0686,98.2249,57.1429,35.7143,-1799044874.0000,-5996274935.6572,30.9927,31.0518
2014-02-17,,,,,,,,,,,,
2014-02-18,37.42,80.3477,86.6336,63.3331,24.1981,101.6351,50.0000,100.0000,-1766210874.0000,-6027334124.8464,31.0071,31.2002
2014-02-19,37.51,72.9636,80.4808,57.0433,25.1515,79.0973,42.8571,92.8571,-1736460474.0000,-6024028524.8464,31.0515,31.2586
2014-02-20,37.75,73.1647,75.4920,60.7414,26.2936,86.4915,35.7143,100.0000,-1708934374.0000,-6010410349.0570,31.1828,31.3602
2014-02-21,37.98,73.7097,73.2793,64.3467,28.3367,129.0870,28.5714,100.0000,-1670913074.0000,-6029808971.5059,31.3865,31.5003
2014-02-24,37.69,66.3000,71.0581,60.1965,28.6203,73.4234,21.4286,92.8571,-1702998174.0000,-6039766416.3335,31.5254,31.5764
2014-02-25,37.54,47.5103,62.5067,58.8469,28.0183,29.2246,14.2857,85.7143,-1733734674.0000,-6047143176.3335,31.6314,31.6264
2014-02-26,37.47,31.7302,48.5135,58.3041,26.7701,-24.4914,7.1429,78.5714,-1774776474.0000,-6046396961.7881,31.7139,31.6627
2014-02-27,37.86,36.9480,38.7295,55.8151,26.1249,32.3768,0.0000,71.4286,-1740873074.0000,-6015575689.0608,31.7459,31.6723
2014-02-28,38.31,56.6952,41.7911,62.9706,27.0818,177.8353,0.0000,100.0000,-1699658074.0000,-5993680220.3108,31.8244,31.7619
2014-03-03,37.78,64.1348,52.5926,61.7134,26.4649,29.6579,0.0000,92.8571,-1729375574.0000,-5996722169.1297,31.8928,31.8258
2014-04-03,38.41,82.0847,80.9712,69.5984,47.3116,59.4079,0.0000,92.8571,-1731553474.0000,-5990386627.0155,34.3869,34.2792
2014-05-03,38.11,,,,,,,,,,,
2014-06-03,38.15,70.3281,79.3918,60.2883,14.0003,44.4625,21.4286,92.8571,-1838428574.0000,-5926500784.2056,34.3394,34.3880
2014-07-03,37.9,47.6645,50.9011,59.5881,10.6912,-24.7052,14.2857,71.4286,-1699746274.0000,-5717493622.4381,35.6377,35.5978
2014-10-03,37.82,24.4325,27.3171,47.0486,21.2219,-81.7592,100.0000,28.5714,-1194472690.0000,-5316546936.3108,39.8137,39.6647
2014-11-03,38.02,82.6036,78.7145,62.0668,29.1157,124.5020,7.1429,100.0000,-1139343210.0000,-5206537772.7802,39.3804,39.4559
2014-12-03,38.27,67.0659,59.2191,55.2289,32.4054,10.1367,71.4286,14.2857,-1237720432.0000,-5164009478.5704,41.6134,41.6520
2014-03-13,37.89,52.7922,45.4767,64.1945,23.1530,-29.5446,21.4286,50.0000,-1721568474.0000,-5974916850.9772,32.2536,32.1817
2014-03-14,37.7,43.2302,48.0172,48.3285,21.9739,-117.0332,14.2857,42.8571,-1748764074.0000,-5985324830.1253,32.2257,32.1279
2014-03-17,38.05,36.3161,44.1128,52.5479,22.0364,27.0254,7.1429,35.7143,-1728284474.0000,-5988627991.4156,32.2240,32.1223
2014-03-18,39.55,54.5284,44.6915,58.0508,25.4430,322.4766,0.0000,100.0000,-1664220574.0000,-5951257383.0823,32.2291,32.1731
2014-03-19,39.27,72.2346,54.3597,70.7281,28.5090,168.3452,0.0000,92.8571,-1699817774.0000,-5946807733.0823,32.3324,32.4010
2014-03-20,40.33,82.9730,69.9120,66.6585,32.5094,168.9774,7.1429,100.0000,-1640547974.0000,-5914375500.4350,32.4264,32.5536
2014-03-21,40.16,79.5919,78.2665,76.6382,36.3516,134.3137,0.0000,100.0000,-1721269774.0000,-5969058010.1124,32.6331,32.9048
2014-03-24,40.5,82.9709,81.8452,70.5711,39.0895,101.6695,57.1429,92.8571,-1675171374.0000,-5939507753.7022,32.8321,33.1336
2014-03-25,40.34,75.9372,79.5000,72.6006,41.9107,90.2344,50.0000,100.0000,-1718364474.0000,-5950824924.5497,33.0684,33.3701
2014-03-26,39.79,61.3340,73.4141,69.6006,42.7579,50.5176,42.8571,92.8571,-1760341974.0000,-5978366723.1922,33.2953,33.5359
2014-03-27,39.36,33.7969,57.0227,58.5492,42.3914,3.9588,35.7143,85.7143,-1795711174.0000,-6011490259.7001,33.4071,33.5576
2014-03-28,40.3,30.2742,41.8017,59.0375,43.1326,51.4942,28.5714,78.5714,-1752238474.0000,-5998516731.4279,33.5883,33.5830
2014-03-31,40.99,45.2609,36.4440,64.9156,44.8168,144.9274,21.4286,100.0000,-1705352174.0000,-5995106818.7006,33.8025,33.7024
2014-01-04,41.42,,,,,,,,,,,
2014-02-04,41.35,50.6362,62.1543,52.6862,20.2630,9.4133,0.0000,92.8571,-1966845974.0000,-6060185148.0282,30.8683,30.9440
2014-03-04,41.01,76.4064,65.7455,65.3049,26.8217,146.3654,0.0000,100.0000,-1702573174.0000,-5979071808.1541,31.9411,31.9213
2014-04-04,39.87,55.0653,74.1023,68.8774,43.3020,-34.5021,0.0000,85.7143,-1782963074.0000,-6028282846.4440,34.4318,34.3982
2014-07-04,39.8,,,,,,,,,,,
2014-08-04,39.82,23.3364,15.6697,43.1450,29.4757,-85.8585,0.0000,14.2857,-1516899874.0000,-5730043954.4226,37.6558,37.2553
2014-09-04,40.47,60.4006,63.2628,52.8320,33.3901,7.7398,0.0000,42.8571,-1436643974.0000,-5558629317.3683,38.6400,38.4776
2014-10-04,39.36,,,,,,,,,,,
2014-11-04,39.209,96.3553,86.0063,64.8304,30.5709,130.8325,0.0000,100.0000,-1117812397.0000,-5199360835.1135,39.6328,39.6612
2014-04-14,39.18,13.2495,24.0865,42.1811,27.7578,-106.9017,100.0000,42.8571,-1869502974.0000,-6054865583.9664,34.1565,33.7891
2014-04-15,39.75,25.1651,21.9267,45.0462,25.1062,-52.8801,92.8571,35.7143,-1835534274.0000,-6036574745.5049,34.0032,33.7032
2014-04-16,40.4,48.9758,29.1301,53.1254,23.7987,48.8219,85.7143,28.5714,-1804918474.0000,-6007759874.9166,33.8864,33.7437
2014-04-17,40.01,68.1841,47.4417,52.5295,21.5539,18.9986,78.5714,21.4286,-1841607874.0000,-5990888107.0334,33.7780,33.7692
2014-04-18,,,,,,,,,,,,
2014-04-21,39.94,75.2377,64.1325,53.9081,19.5336,41.7223,71.4286,14.2857,-1863829074.0000,-5994591640.3668,33.6831,33.8085
2014-04-22,39.99,70.2596,71.2271,51.5515,17.7153,45.9182,64.2857,7.1429,-1836772374.0000,-5993718843.5926,33.6831,33.8145
2014-04-23,39.69,53.5973,66.3648,51.9632,16.8879,-17.0912,57.1429,0.0000,-1861375174.0000,-5997503889.7464,33.7034,33.8240
2014-04-24,39.86,51.5716,58.4761,48.1723,16.6226,-6.1379,50.0000,7.1429,-1818993574.0000,-5969038636.0151,33.6873,33.7933
2014-04-25,39.91,43.3511,49.5066,56.0160,15.7890,84.5577,42.8571,0.0000,-1762116774.0000,-6006344924.1871,33.6746,33.8529
2014-04-28,40.87,61.8891,52.2706,53.5597,16.4915,187.9468,35.7143,100.0000,-1711506574.0000,-5991161864.1871,33.7712,33.8785
2014-04-29,40.51,61.3005,55.5135,64.5987,17.1237,136.9332,28.5714,92.8571,-1741142774.0000,-6011907204.1871,33.9397,34.0473
2014-04-30,40.4,64.9916,62.7271,54.1670,16.8833,48.3529,21.4286,85.7143,-1776601474.0000,-5997932115.2141,34.0295,34.0777
2014-01-05,40.0,,,,,,,,,,,
2014-02-05,39.69,18.3868,44.3401,46.1796,18.5462,-91.4215,35.7143,85.7143,-2022660374.0000,-6112667345.0431,30.8708,30.8642
2014-05-05,39.43,8.3175,25.6242,42.8395,14.4827,-127.4645,0.0000,64.2857,-1871266374.0000,-6064563786.0716,34.0185,33.9760
2014-06-05,39.06,57.1762,59.2757,58.1491,14.1181,133.4244,7.1429,100.0000,-1783354374.0000,-5878976446.1663,34.4520,34.4142
2014-07-05,39.425,,,,,,,,,,,
2014-08-05,39.64,32.3153,22.5003,47.9212,26.7482,-80.2044,0.0000,7.1429,-1543166274.0000,-5735464005.2163,37.5116,37.1967
2014-09-05,39.54,74.4342,67.3341,57.5844,34.4587,205.4634,0.0000,100.0000,-1399761274.0000,-5523545773.4659,38.6631,38.5190
2014-12-05,39.97,60.8726,64.5009,58.9395,32.9163,86.6667,57.1429,0.0000,-1234688749.0000,-5172799693.4340,41.6609,41.7630
2014-05-13,40.42,89.0806,76.1210,55.9494,16.3193,130.8705,71.4286,21.4286,-1804374074.0000,-5999620436.1307,33.6888,33.7061
2014-05-14,40.24,92.8937,86.4957,61.0187,16.0599,121.1606,64.2857,14.2857,-1823192774.0000,-6000561371.1307,33.7039,33.8260
2014-05-15,39.6,72.5819,84.8521,56.9915,14.9511,54.1835,57.1429,7.1429,-1860985974.0000,-6030711002.5914,33.7147,33.8916
2014-05-16,39.83,55.6073,73.6943,49.7020,14.6668,22.8077,50.0000,0.0000,-1831118874.0000,-6001891871.0125,33.6838,33.8802
2014-05-19,39.75,40.1020,56.0971,48.7130,14.4110,20.9722,42.8571,0.0000,-1855656274.0000,-5986896793.2347,33.7147,33.8615
2014-05-20,39.68,39.7662,45.1585,50.0027,13.6840,11.9423,35.7143,64.2857,-1876977174.0000,-5988673534.9014,33.7710,33.8571
2014-05-21,40.35,56.4485,45.4389,52.2879,13.1439,89.1767,28.5714,57.1429,-1854578474.0000,-5966274834.9014,33.8434,33.8720
2014-05-22,40.1,69.0576,55.0908,60.4828,12.6578,61.5799,21.4286,50.0000,-1874780274.0000,-5966274834.9014,33.9475,33.9603
2014-05-23,40.12,81.6515,69.0525,61.6769,12.2992,61.4170,14.2857,42.8571,-1856760274.0000,-5972606186.2527,34.0415,34.0449
2014-05-26,,,,,,,,,,,,
2014-05-27,40.19,76.5330,75.7474,58.9553,11.0694,31.0472,7.1429,35.7143,-1830599674.0000,-5954584439.5860,34.1092,34.0970
2014-05-28,40.01,65.2045,74.4630,55.9620,9.9626,15.6334,0.0000,28.5714,-1856311174.0000,-5953889534.1806,34.1279,34.1211
2014-05-29,40.34,72.5763,71.4379,56.1681,9.7622,84.0234,0.0000,21.4286,-1836422974.0000,-5934905343.2715,34.1151,34.1423
2014-05-30,40.94,78.3076,72.0295,62.0821,11.9310,195.4919,0.0000,100.0000,-1801855374.0000,-5903218376.6049,34.1458,34.2062
2014-02-06,40.79,14.6163,27.8797,42.0243,16.6929,-95.6175,28.5714,78.5714,-1987308574.0000,-6086153495.0431,30.8464,30.7241
2014-03-06,40.29,77.1570,74.6801,63.1196,26.0388,50.3524,7.1429,85.7143,-1699511074.0000,-5966404139.7970,32.0766,32.0604
2014-04-06,40.32,,,,,,,,,,,
2014-05-06,41.21,5.2719,12.6799,40.3502,15.3247,-141.0992,100.0000,57.1429,-1898378774.0000,-6076764366.0716,33.9617,33.8484
2014-06-06,41.48,74.8402,60.7798,68.9641,16.0027,161.5991,0.0000,100.0000,-1759293874.0000,-5875539231.8806,34.5534,34.5884
2014-09-06,41.27,,,,,,,,,,,
2014-10-06,41.11,38.3150,28.3843,49.4949,19.6590,-51.7459,92.8571,21.4286,-1194472690.0000,-5318709782.9406,39.7125,39.6478
2014-11-06,40.86,94.4120,95.6753,68.3559,34.5482,154.4245,0.0000,100.0000,-1062324962.0000,-5156560075.1766,40.1510,40.1175
2014-12-06,40.58,,,,,,,,,,,
2014-06-13,41.23,43.8004,49.2008,59.7180,15.4277,73.1457,7.1429,64.2857,-1810979674.0000,-5870155949.9078,34.8852,34.8393
2014-06-16,41.5,62.1867,49.4535,58.3455,15.6706,88.0702,0.0000,57.1429,-1786774374.0000,-5855293046.3990,34.8928,34.8679
2014-06-17,41.68,83.7315,63.2396,62.3513,14.6784,62.2356,0.0000,100.0000,-1764255774.0000,-5839351307.3514,34.9517,34.9301
2014-06-18,41.65,87.1399,77.6860,66.8186,13.7854,102.4439,28.5714,92.8571,-1791352774.0000,-5820964057.3514,35.0706,35.0299
2014-06-19,41.51,81.4521,84.1078,65.8539,12.8715,92.1514,21.4286,85.7143,-1811180974.0000,-5824574511.5910,35.1542,35.1060
2014-06-20,41.68,81.3169,83.3030,62.2854,11.8124,108.0005,14.2857,78.5714,-1763416074.0000,-5808652878.2576,35.1512,35.1490
2014-06-23,41.99,86.4665,83.0785,66.8378,11.0829,134.6747,7.1429,100.0000,-1744672174.0000,-5791118262.1286,35.1802,35.2283
2014-06-24,41.745,84.5662,84.1165,68.3282,10.0816,84.6260,0.0000,92.8571,-1771181274.0000,-5791815870.0233,35.2484,35.3087
2014-06-25,42.03,88.5079,86.5135,64.1628,9.4501,91.9760,35.7143,100.0000,-1751132174.0000,-5773126031.0403,35.3141,35.3543
2014-06-26,41.72,72.2902,81.7881,67.9979,8.7335,42.6975,28.5714,92.8571,-1774736574.0000,-5769886211.4324,35.4096,35.4273
2014-06-27,42.25,81.1056,80.6346,58.3457,9.6160,131.2588,21.4286,100.0000,-1700096574.0000,-5702901596.0478,35.4531,35.4375
2014-06-30,41.7,59.1635,70.8531,67.3558,10.4102,64.6825,14.2857,92.8571,-1730902074.0000,-5733707096.0478,35.5495,35.5325
2014-01-07,41.87,17.3870,29.4436,36.4656,23.9441,-126.7503,14.2857,57.1429,-2064038074.0000,-6088271590.4662,31.1570,31.0938
2014-02-07,41.9,20.0582,17.6871,47.5855,15.9556,-23.4765,21.4286,71.4286,-1954048074.0000,-6056333736.4224,30.7514,30.6888
2014-03-07,41.8,59.3381,68.9906,65.2224,24.6649,24.2766,0.0000,78.5714,-1726102674.0000,-5976326378.6030,32.1054,32.1256
2014-04-07,,28.8262,55.3254,50.2300,39.6933,-73.1781,0.0000,78.5714,-1820522674.0000,-6057338386.0667,34.3996,34.2970
2014-07-07,41.99,53.1592,48.8534,55.5342,11.4559,79.9136,7.1429,64.2857,-1677793874.0000,-5709462256.5845,35.6637,35.5986
2014-08-07,41.78,49.5877,40.5392,42.9420,24.6342,-48.6784,92.8571,21.4286,-1537485374.0000,-5719256258.5496,37.1023,36.9642
2014-09-07,41.67,,,,,,,,,,,
2014-10-07,41.685,37.5367,33.4281,45.1872,20.4003,-152.1349,100.0000,14.2857,-1220197234.0000,-5333337464.8230,39.6275,39.5934
2014-11-07,42.09,93.4802,94.7169,74.3130,36.8089,128.4532,0.0000,100.0000,-1090325560.0000,-5149896652.9823,40.3304,40.4551
2014-07-14,42.14,78.1331,59.7853,61.1155,11.6425,211.0626,85.7143,100.0000,-1659639174.0000,-5700445360.3124,35.6927,35.6559
2014-07-15,42.45,91.2150,76.4794,62.7098,11.1476,176.5807,78.5714,100.0000,-1630890474.0000,-5674310178.4942,35.7064,35.7361
2014-07-16,44.08,89.7978,86.3820,65.2968,15.7086,265.5031,71.4286,100.0000,-1567572474.0000,-5626908178.4942,35.7618,35.8296
2014-07-17,44.53,87.8801,89.6310,84.6379,21.1629,220.8113,64.2857,100.0000,-1485392174.0000,-5677567267.5353,36.0790,36.3620
2014-07-18,44.69,79.1105,85.5961,72.4327,26.0718,127.1030,57.1429,92.8571,-1441984674.0000,-5656231377.7048,36.3127,36.6735
2014-07-21,44.835,73.5365,80.1757,71.1501,30.7305,99.3898,50.0000,85.7143,-1404380274.0000,-5644630020.2580,36.5523,36.9144
2014-07-22,44.83,73.7536,75.4669,73.6815,34.9234,83.6085,42.8571,78.5714,-1447476074.0000,-5650786563.1151,36.8192,37.1797
2014-07-23,44.87,64.2008,70.4970,76.0678,38.9312,75.6179,35.7143,71.4286,-1395113174.0000,-5671605547.4525,37.1151,37.4666
2014-07-24,44.4,43.6712,60.5419,68.1358,41.0175,43.9273,28.5714,64.2857,-1425838474.0000,-5695101365.0995,37.4187,37.6207
2014-07-25,44.5,27.0075,44.9599,59.7489,42.7930,28.9482,21.4286,57.1429,-1399100774.0000,-5692130509.5440,37.6404,37.6491
2014-07-28,43.97,13.3433,28.0074,60.2664,42.5461,-20.5824,14.2857,50.0000,-1428784974.0000,-5717720337.1302,37.8229,37.6816
2014-07-29,43.885,12.9772,17.7760,54.4338,41.0346,-112.1542,7.1429,42.8571,-1456548074.0000,-5715252506.0191,37.9576,37.6385
2014-07-30,43.5785,11.0129,12.4445,56.1118,38.2762,-155.2423,0.0000,35.7143,-1488469474.0000,-5724434834.6611,38.0907,37.6280
2014-07-31,43.16,11.8235,11.9379,47.6955,35.0205,-145.9968,0.0000,28.5714,-1520006974.0000,-5747700203.5135,37.9141,37.5124
2014-01-08,42.86,10.5529,16.8478,32.7546,26.4309,-168.3482,7.1429,50.0000,-2124009774.0000,-6109690054.7519,31.0889,30.9424
2014-04-08,43.37,14.8367,32.9094,47.8851,36.4112,-88.9640,0.0000,71.4286,-1784604074.0000,-6032244569.6283,34.3225,34.1818
2014-05-08,43.08,39.4350,21.9506,41.7122,17.1615,-55.9973,92.8571,42.8571,-1824513874.0000,-6027955824.6200,33.8627,33.6574
2014-06-08,42.74,,,,,,,,,,,
2014-07-08,43.23,48.3830,49.7356,57.9199,11.4060,-35.4122,0.0000,57.1429,-1709012074.0000,-5713464589.9178,35.6757,35.6179
2014-08-08,43.2,65.1115,51.4713,48.6593,23.2193,-34.2652,85.7143,14.2857,-1566428074.0000,-5706750153.6113,37.0111,36.9460
2014-11-08,43.2,,,,,,,,,,,
2014-12-08,43.52,50.9667,59.1344,51.8055,29.7292,-49.1576,50.0000,0.0000,-1261351856.0000,-5184731802.0914,41.5953,41.7463
2014-08-13,44.08,89.1972,84.3349,55.2736,19.5189,233.9531,64.2857,0.0000,-1522107474.0000,-5677764162.6580,36.8098,36.9579
2014-08-14,44.27,92.8790,88.7697,60.0704,20.3441,190.1090,57.1429,0.0000,-1502794274.0000,-5672402021.1347,36.8695,37.0727
2014-08-15,44.79,92.7229,91.5997,65.2470,22.2283,167.3913,50.0000,100.0000,-1461182974.0000,-5648443999.9226,36.9863,37.2441
2014-08-18,45.11,94.9015,93.5012,68.5127,24.3691,136.2442,42.8571,100.0000,-1434291874.0000,-5621552899.9226,37.1543,37.4402
2014-08-19,45.33,97.9933,95.2059,71.0930,27.2075,135.1418,35.7143,100.0000,-1406152374.0000,-5594516909.7265,37.3196,37.6484
2014-08-20,44.95,90.8051,94.5667,73.9609,29.8605,102.1040,28.5714,100.0000,-1430922874.0000,-5614333309.7265,37.5652,37.8764
2014-08-21,45.22,86.0903,91.6296,64.3717,31.8440,84.1878,21.4286,92.8571,-1408650874.0000,-5595243024.0122,37.7593,37.9850
2014-08-22,45.15,76.2276,84.3743,68.9362,34.0521,81.1282,14.2857,100.0000,-1426945374.0000,-5606219724.0122,37.9640,38.1534
2014-08-25,45.17,69.6378,77.3186,69.3638,35.8458,70.0753,7.1429,92.8571,-1410047274.0000,-5612134059.0122,38.1704,38.2989
2014-08-26,45.005,50.1339,65.3331,67.5055,36.7835,50.0635,0.0000,85.7143,-1424920374.0000,-5622757701.8694,38.3879,38.4040
2014-08-27,44.87,31.9872,50.5863,59.4446,36.4402,-1.9234,0.0000,78.5714,-1445743374.0000,-5624492951.8694,38.5155,38.4260
2014-08-28,44.88,24.7440,35.6217,56.6927,35.1928,-46.0396,0.0000,71.4286,-1428085774.0000,-5616380000.5180,38.5962,38.4206
2014-08-29,45.43,48.5612,35.0975,61.2147,35.5407,80.9247,7.1429,64.2857,-1406478174.0000,-5595511121.8855,38.6635,38.4692
2014-01-09,,12.4804,13.4734,31.4419,28.9801,-133.7031,100.0000,42.8571,-2160526074.0000,-6127590201.8107,31.0183,30.8003
2014-02-09,45.09,,,,,,,,,,,
2014-03-09,44.96,,,,,,,,,,,
2014-04-09,45.26,30.3716,24.6782,50.1035,33.6171,-19.4944,92.8571,64.2857,-1757205374.0000,-6011388842.7626,34.2759,34.1153
2014-05-09,45.91,61.7696,40.7831,45.2989,17.2278,-36.7738,85.7143,35.7143,-1854161474.0000,-6036603041.2867,33.7991,33.6262
2014-08-09,46.47,,,,,,,,,,,
2014-09-09,46.76,91.8091,84.5843,70.2686,39.3605,169.1685,71.4286,100.0000,-1313786774.0000,-5505564355.6208,38.8124,38.9089
2014-10-09,46.84,45.2388,44.8126,55.8845,19.2712,15.4972,92.8571,0.0000,-1221592857.0000,-5332276212.4580,39.4963,39.5639
2014-11-09,47.0,,,,,,,,,,,
2014-12-09,46.695,31.6460,47.8285,40.5941,27.7207,-98.8406,100.0000,0.0000,-1285682362.0000,-5178858921.3328,41.5193,41.5522
2014-09-15,46.24,61.2213,81.3276,65.1900,41.7313,28.8246,42.8571,92.8571,-1333143374.0000,-5498620128.1600,39.4096,39.5656
2014-09-16,46.76,51.8010,66.8595,62.3262,40.5858,48.1216,35.7143,85.7143,-1305278174.0000,-5479711599.5886,39.4920,39.6089
