Date,INTC.O,SlowK,SlowD,RSI,ADX,CCI,Aroon Down,Aroon Up,OBV,Chaikin A/D,SMA,EMA
2013-12-18,25.15,66.4796,41.9204,58.2975,22.2426,100.6309,21.4286,42.8571,1830129258.0000,-3588341318.3055,18.4591,18.3863
2013-12-19,25.14,84.6753,63.5870,65.2210,23.5572,113.3333,14.2857,35.7143,1798248658.0000,-3574678204.0198,18.5568,18.4754
2013-12-20,25.055,85.6924,78.9491,64.9289,25.0994,113.9265,7.1429,100.0000,1742868558.0000,-3624698939.5036,18.5673,18.5470
2013-12-23,25.32,83.7952,84.7210,67.5156,26.7498,125.9528,0.0000,100.0000,1770989358.0000,-3621324443.5036,18.5996,18.6274
2013-12-24,25.43,81.0570,83.5149,69.2482,28.8302,119.8564,0.0000,100.0000,1783147258.0000,-3626277662.0222,18.6365,18.7082
2013-12-25,,,,,,,,,,,,
2013-12-26,25.7,90.6975,85.1833,70.0548,30.9412,118.4801,0.0000,100.0000,1800104258.0000,-3609320662.0222,18.6883,18.7812
2013-12-27,25.6,85.4177,85.7241,74.7624,33.1386,100.1597,35.7143,100.0000,1787133658.0000,-3612563312.0222,18.7657,18.8846
2013-12-30,25.85,91.2281,89.1144,71.6342,35.2668,106.9856,28.5714,100.0000,1806920858.0000,-3592776112.0222,18.8758,18.9583
2013-12-31,25.955,87.1218,87.9225,73.7684,37.7242,116.0995,21.4286,100.0000,1829728958.0000,-3584328667.5777,18.9870,19.0377
2014-01-01,,,,,,,,,,,,
2014-02-01,25.79,,,,,,,,,,,
2014-03-01,25.78,,,,,,,,,,,
2014-06-01,25.46,,,,,,,,,,,
2014-07-01,25.585,88.6233,88.2235,90.6700,67.0761,90.6802,7.1429,100.0000,2026179858.0000,-3176549104.8990,23.2764,23.2086
2014-08-01,25.43,27.9028,36.0016,60.4508,62.9762,-142.0531,7.1429,42.8571,2100560858.0000,-2996127060.1946,26.1358,25.9199
2014-09-01,25.31,,,,,,,,,,,
2014-10-01,25.53,68.8403,65.5056,49.7103,18.2184,-99.3757,78.5714,42.8571,2065492865.0000,-2915759127.8960,26.7083,26.6673
2014-01-13,25.5,29.8937,24.5582,59.9534,28.8868,-2.7987,0.0000,42.8571,1700837558.0000,-3658943371.1356,19.2838,19.1982
2014-01-14,26.51,59.1245,38.2910,68.5009,31.0713,227.9739,0.0000,100.0000,1774980458.0000,-3593925751.1356,19.3086,19.2599
2014-01-15,26.67,68.9039,52.6407,78.4473,34.2473,218.2115,71.4286,100.0000,1833258158.0000,-3638445190.2660,19.3770,19.4088
2014-01-16,26.54,79.6254,69.2180,75.5039,35.1457,108.4293,64.2857,92.8571,1784297358.0000,-3636675522.7961,19.4416,19.5197
2014-01-17,25.85,58.0227,68.8507,45.2923,32.1108,-32.8151,100.0000,85.7143,1672538458.0000,-3528580849.0257,19.4041,19.4356
2014-01-20,,,,,,,,,,,,
2014-01-21,25.59,38.7538,58.8006,52.4014,29.3793,-48.5330,92.8571,78.5714,1630252058.0000,-3519804426.3841,19.4056,19.4255
2014-01-22,25.31,19.4807,38.7524,46.1966,27.3415,-76.6913,100.0000,71.4286,1581502158.0000,-3528554408.4354,19.3943,19.3626
2014-01-23,25.13,12.9424,23.7256,43.0794,26.3515,-102.2454,100.0000,64.2857,1541261158.0000,-3515907237.0069,19.3590,19.2810
2014-01-24,24.81,7.4993,13.3075,39.2047,25.8188,-113.1133,100.0000,57.1429,1506422458.0000,-3547270754.9620,19.3184,19.1747
2014-01-27,24.72,6.5441,8.9953,37.7729,25.7649,-109.5422,100.0000,50.0000,1473857558.0000,-3567993873.1438,19.2636,19.0727
2014-01-28,24.9,13.7176,9.2537,36.9549,26.0139,-83.7837,100.0000,42.8571,1506311358.0000,-3555353972.0912,19.1944,18.9810
2014-01-29,24.68,18.4867,12.9162,37.9502,26.2379,-79.1698,92.8571,35.7143,1479165658.0000,-3574273702.3942,19.1005,18.9114
2014-01-30,24.74,26.9730,19.7258,37.9502,26.7757,-75.6267,100.0000,28.5714,1503775758.0000,-3570757973.8228,18.9524,18.8546
2014-01-31,24.54,22.8680,22.7759,33.1101,27.7719,-105.2473,100.0000,21.4286,1475152458.0000,-3567323177.8228,18.7879,18.7670
2014-03-02,23.95,,,,,,,,,,,
2014-04-02,23.82,80.3969,75.6789,70.3048,36.7510,106.7373,7.1429,85.7143,1543447458.0000,-3538822892.6858,19.3287,19.3323
2014-05-02,23.52,63.8406,58.6175,53.9540,26.1418,-40.7801,71.4286,21.4286,1695988158.0000,-3509547514.2774,20.1905,20.1230
2014-06-02,23.99,97.3603,97.2659,76.1084,28.8857,116.0580,28.5714,100.0000,1779903358.0000,-3424606275.8916,20.2325,20.3882
2014-07-02,24.205,83.0134,86.5226,90.6700,66.9125,71.6694,0.0000,92.8571,2026179858.0000,-3169143376.8990,23.3613,23.3002
2014-10-02,24.29,42.6937,62.2051,40.2400,20.1591,-175.7525,100.0000,35.7143,2032581290.0000,-2925543650.1933,26.6189,26.5756
2014-11-02,24.47,,,,,,,,,,,
2014-12-02,24.55,81.9855,85.0216,79.8622,42.2632,101.0370,7.1429,85.7143,2278969801.0000,-2710242100.6919,27.8460,27.9683
2014-02-13,24.7,93.0540,92.7032,49.2712,24.5331,102.2358,50.0000,0.0000,1489087658.0000,-3549279295.2778,18.2946,18.4360
2014-02-14,24.755,94.2938,93.0484,52.8297,22.0986,96.6140,42.8571,7.1429,1509627358.0000,-3529326443.8492,18.3217,18.4737
2014-02-17,,,,,,,,,,,,
2014-02-18,24.76,96.9689,94.7722,55.1215,20.0036,88.1915,35.7143,0.0000,1527365458.0000,-3514673230.8057,18.3522,18.5177
2014-02-19,24.5,78.4853,89.9160,54.5021,18.7773,49.5316,28.5714,92.8571,1501679458.0000,-3526660030.8057,18.4195,18.5510
2014-02-20,24.74,71.9333,82.4625,50.9999,17.0840,79.2839,21.4286,100.0000,1521873258.0000,-3519159476.5200,18.4832,18.5630
2014-02-21,24.42,43.8435,64.7540,61.2990,16.2339,32.3532,14.2857,100.0000,1491293458.0000,-3542720961.7659,18.5856,18.6294
2014-02-24,24.63,45.6689,53.8152,49.0146,15.4687,56.1379,7.1429,92.8571,1515438958.0000,-3544262163.8936,18.6092,18.6230
2014-02-25,24.62,33.8798,41.1307,52.8336,14.7800,1.5066,0.0000,85.7143,1493899858.0000,-3538231215.8936,18.6516,18.6399
2014-02-26,24.8,53.8642,44.4709,54.4907,14.6348,174.6702,0.0000,100.0000,1513720058.0000,-3537695534.8125,18.6812,18.6633
2014-02-27,24.76,60.2567,49.3336,55.9642,13.6352,49.3197,0.0000,92.8571,1492856158.0000,-3522587193.4332,18.7032,18.6908
2014-02-28,24.76,65.9705,60.0305,55.6306,13.0876,71.0866,0.0000,85.7143,1492856158.0000,-3513621071.6150,18.7305,18.7119
2014-03-03,24.5,51.9649,59.3974,48.0016,13.0993,-153.0917,0.0000,78.5714,1467127658.0000,-3503861985.4081,18.7286,18.6960
2014-04-03,24.61,88.1484,83.0618,73.1763,39.8682,170.8011,0.0000,100.0000,1582028758.0000,-3512298248.9358,19.4160,19.4243
2014-05-03,24.5,,,,,,,,,,,
2014-06-03,24.63,96.1538,97.1036,72.0629,32.4974,120.9191,21.4286,100.0000,1813159658.0000,-3395937051.7536,20.3450,20.4682
2014-07-03,24.64,76.2034,82.6133,91.1777,67.3147,111.0780,0.0000,100.0000,2046617458.0000,-3175150191.3738,23.4462,23.3877
2014-10-03,24.84,28.4909,46.6750,36.6586,21.0024,-90.4467,92.8571,28.5714,2058416132.0000,-2910624938.6159,26.5033,26.4586
2014-11-03,24.73,67.7640,68.7139,61.3261,22.6787,130.4468,7.1429,100.0000,2089533652.0000,-2818000174.5619,25.4983,25.5840
2014-12-03,24.76,79.2181,81.3779,82.5257,45.0841,92.6849,0.0000,100.0000,2248308980.0000,-2738326382.1121,28.1167,28.1964
2014-03-13,24.57,55.9720,69.0978,55.2169,10.5860,11.0606,42.8571,100.0000,1510750558.0000,-3504145173.4476,18.7286,18.7328
2014-03-14,24.5,38.6984,57.4827,44.5093,10.2148,-84.8635,35.7143,92.8571,1488943358.0000,-3508150577.5292,18.7051,18.7035
2014-03-17,24.7,30.6686,41.7797,49.9060,10.2036,17.4877,28.5714,85.7143,1507469158.0000,-3503098086.6201,18.7119,18.7016
2014-03-18,24.82,45.9384,38.4351,51.2237,10.8647,80.7533,21.4286,78.5714,1533813158.0000,-3488797058.0487,18.7089,18.7055
2014-03-19,25.02,64.6499,47.0856,56.6131,13.6748,217.2885,14.2857,100.0000,1568042558.0000,-3487702178.2507,18.7203,18.7322
2014-03-20,25.425,76.5546,62.3810,60.8537,17.5666,233.3885,7.1429,100.0000,1605051658.0000,-3469482313.6353,18.7529,18.7747
2014-03-21,25.17,72.0728,71.0924,72.8458,21.3612,145.0951,0.0000,100.0000,1548189758.0000,-3524157217.4815,18.8219,18.8937
2014-03-24,25.12,64.5733,71.0669,59.5535,22.3755,66.6866,14.2857,92.8571,1511239158.0000,-3528976860.9597,18.8675,18.9358
2014-03-25,25.46,61.0938,65.9133,58.9558,24.4644,109.3189,7.1429,85.7143,1543556558.0000,-3523806076.9597,18.8986,18.9675
2014-03-26,25.3772,60.6315,62.0995,66.4401,26.5942,96.3914,0.0000,100.0000,1517113758.0000,-3543046361.9121,18.9699,19.0486
2014-03-27,25.31,59.4800,60.4018,59.5075,28.2117,75.8003,35.7143,100.0000,1489912658.0000,-3567882148.8686,19.0124,19.0833
2014-03-28,25.62,60.4652,60.1923,60.5030,29.9171,94.2437,28.5714,100.0000,1512797158.0000,-3562744812.1339,19.0829,19.1185
2014-03-31,25.814,65.9997,61.9817,65.0814,32.3719,149.5716,21.4286,100.0000,1542133458.0000,-3566211829.4067,19.1595,19.1805
2014-01-04,25.99,,,,,,,,,,,
2014-02-04,25.89,14.7638,18.9464,27.4701,32.9308,-181.3521,100.0000,7.1429,1371467958.0000,-3607166718.5884,18.5880,18.5795
2014-03-04,26.41,45.4678,54.4677,53.0672,11.9833,-5.5933,92.8571,71.4286,1490788858.0000,-3508932242.5510,18.7324,18.7065
2014-04-04,26.16,74.0616,80.8690,77.5020,43.1969,126.8457,0.0000,100.0000,1534110758.0000,-3551782680.9358,19.4827,19.5466
2014-07-04,26.485,,,,,,,,,,,
2014-08-04,26.91,24.5361,29.3680,61.0352,60.6464,-102.1988,0.0000,35.7143,2127810958.0000,-2972914012.0465,26.1541,25.9081
2014-09-04,26.98,40.5637,35.0561,54.5426,33.6030,19.9673,7.1429,42.8571,2129452958.0000,-2925415440.5395,26.8073,26.6791
2014-10-04,26.425,,,,,,,,,,,
2014-11-04,26.1799,93.9143,76.9920,66.0123,21.1992,131.2463,0.0000,100.0000,2124229580.0000,-2812267803.8489,25.6971,25.7299
2014-04-14,26.56,25.9246,47.7620,58.0909,45.9993,15.4059,0.0000,85.7143,1625464158.0000,-3530190728.3564,19.9963,19.9455
2014-04-15,26.77,37.2008,35.3965,61.5652,44.8682,57.6450,7.1429,78.5714,1670538558.0000,-3496624685.8032,20.0502,19.9757
2014-04-16,26.93,60.7815,41.3023,68.4045,45.2819,118.0618,0.0000,100.0000,1729572158.0000,-3494336561.7722,20.1276,20.0652
2014-04-17,27.04,73.3174,57.0999,65.6430,45.6541,115.7772,0.0000,92.8571,1767684758.0000,-3480240120.6763,20.1830,20.1247
2014-04-18,,,,,,,,,,,,
2014-04-21,26.95,75.7576,69.9522,68.0772,45.4216,71.1864,0.0000,85.7143,1747286158.0000,-3472590645.6763,20.2254,20.1968
2014-04-22,26.84,70.0000,73.0250,63.9325,44.5378,33.9271,0.0000,78.5714,1717684558.0000,-3468890445.6763,20.2717,20.2365
2014-04-23,26.75,50.7376,65.4984,60.7058,43.7424,25.7479,0.0000,71.4286,1692110258.0000,-3488326913.6763,20.3051,20.2538
2014-04-24,26.75,33.3119,51.3498,60.9052,42.1762,20.6357,7.1429,64.2857,1692110258.0000,-3496274663.6763,20.2960,20.2693
2014-04-25,26.26,18.0203,34.0233,55.8676,38.7670,-103.9519,0.0000,57.1429,1658495858.0000,-3520464465.5454,20.2687,20.2600
2014-04-28,26.33,21.0065,24.1129,43.7935,36.6884,-143.2693,100.0000,50.0000,1691968658.0000,-3497562023.4402,20.2611,20.1861
2014-04-29,26.48,30.2062,23.0776,48.6723,33.0310,-67.1835,92.8571,42.8571,1714114658.0000,-3500829466.0631,20.2649,20.1519
2014-04-30,26.69,51.1757,34.1294,47.7037,30.4889,-46.7836,85.7143,35.7143,1739978558.0000,-3476043228.5631,20.2505,20.1184
2014-01-05,26.45,,,,,,,,,,,
2014-02-05,26.41,11.7272,15.2328,26.7069,35.4423,-127.5640,92.8571,0.0000,1338991758.0000,-3634646580.1269,18.4780,18.4705
2014-05-05,26.17,52.4188,59.0319,48.8180,25.5067,-75.3728,64.2857,14.2857,1675249258.0000,-3502634547.6108,20.1401,20.1037
2014-06-05,26.2,89.5678,92.2471,77.2270,38.1141,90.1356,7.1429,92.8571,1818093358.0000,-3374378351.7536,20.5707,20.6674
2014-07-05,26.37,,,,,,,,,,,
2014-08-05,26.34,25.3387,25.9259,64.0109,55.0444,-198.3622,100.0000,28.5714,2077965858.0000,-3003830593.0592,26.1413,25.9265
2014-09-05,26.3,60.6064,45.6313,61.5159,33.2656,110.3348,0.0000,35.7143,2150294858.0000,-2921822009.5050,26.8427,26.7198
2014-12-05,26.37,68.4672,73.9570,77.4093,46.7954,87.4837,0.0000,100.0000,2292234443.0000,-2719250119.1121,28.5928,28.4878
2014-05-13,26.45,65.9336,65.9303,59.8357,17.4518,129.8704,21.4286,0.0000,1718401558.0000,-3508291630.0224,20.1149,20.1552
2014-05-14,26.33,58.2562,62.5900,59.8357,17.0998,70.1373,14.2857,0.0000,1700589658.0000,-3526103530.0224,20.1451,20.1759
2014-05-15,26.01,35.4167,53.2022,51.5849,17.1383,-96.6394,7.1429,78.5714,1668836958.0000,-3557856230.0224,20.1486,20.1706
2014-05-16,25.82,14.7917,36.1548,40.6782,18.8679,-191.9392,100.0000,71.4286,1638819758.0000,-3573319636.0830,20.1269,20.1274
2014-05-19,26.04,15.8333,22.0139,32.4983,20.2010,-122.1178,92.8571,64.2857,1661499358.0000,-3557310506.6713,20.0956,20.0502
2014-05-20,26.04,28.6538,19.7596,43.7996,20.4912,-76.2284,85.7143,57.1429,1661499358.0000,-3554665621.9255,20.0848,20.0246
2014-05-21,26.2,45.4960,29.9944,46.7354,19.8781,-23.1688,78.5714,50.0000,1680220658.0000,-3543432841.9255,20.0726,20.0149
2014-05-22,26.15,58.7821,44.3106,50.6723,19.1051,-9.9661,71.4286,42.8571,1664294158.0000,-3547624026.1360,20.0642,20.0222
2014-05-23,26.289,78.6283,60.9688,48.4998,18.0590,26.6083,64.2857,35.7143,1681466358.0000,-3532813003.6360,20.0474,20.0198
2014-05-26,,,,,,,,,,,,
2014-05-27,26.71,90.6301,76.0135,54.9395,19.0536,138.9358,57.1429,100.0000,1708738258.0000,-3508463092.9217,20.0412,20.0429
2014-05-28,26.88,96.0496,88.4360,64.9496,20.9967,185.3875,50.0000,100.0000,1735888358.0000,-3492948750.0646,20.0573,20.1133
2014-05-29,26.96,96.6407,94.4401,69.2566,22.8530,142.3142,42.8571,100.0000,1756527258.0000,-3472652688.9350,20.0894,20.2001
2014-05-30,27.32,97.7968,96.8290,69.8448,25.9752,141.3409,35.7143,100.0000,1800168258.0000,-3429011688.9350,20.1361,20.2752
2014-02-06,27.26,29.9176,18.8029,25.4532,35.3523,-59.0995,85.7143,0.0000,1367000158.0000,-3616150466.9194,18.3770,18.3675
2014-03-06,27.66,47.6120,43.4374,48.0375,10.8932,-59.6026,78.5714,57.1429,1492124358.0000,-3497339326.5414,18.7385,18.6992
2014-04-06,27.6,,,,,,,,,,,
2014-05-06,27.66,46.2723,54.1772,48.8180,23.8954,-45.0679,57.1429,7.1429,1697067258.0000,-3501486231.8213,20.1003,20.0879
2014-06-06,28.17,89.6266,90.0713,80.1160,41.3839,133.7177,0.0000,100.0000,1852888958.0000,-3345382018.4203,20.6909,20.7744
2014-09-06,27.91,,,,,,,,,,,
2014-10-06,28.24,36.0153,35.7333,45.4669,20.3678,-27.4409,85.7143,21.4286,2082739212.0000,-2915808545.8290,26.4548,26.4315
2014-11-06,27.93,70.2000,82.2981,59.0891,17.9140,54.2066,7.1429,85.7143,2114764636.0000,-2824761784.9289,25.9138,25.9032
2014-12-06,27.96,,,,,,,,,,,
2014-06-13,29.87,39.6922,53.1975,68.1565,50.4392,41.9304,0.0000,71.4286,1850676558.0000,-3355760021.2883,21.2173,21.1726
2014-06-16,30.01,54.2700,49.8328,83.8869,53.9890,328.8257,0.0000,100.0000,1887084358.0000,-3340590104.6216,21.4017,21.4577
2014-06-17,29.95,73.3737,55.7786,84.6527,57.1839,167.6858,0.0000,92.8571,1858643758.0000,-3344965581.5447,21.6052,21.7133
2014-06-18,29.93,92.1972,73.2803,84.6527,58.9709,106.1021,0.0000,85.7143,1824231458.0000,-3321654023.4802,21.7866,21.9223
2014-06-19,30.09,93.2044,86.2584,85.1430,60.6801,88.7741,0.0000,78.5714,1851398058.0000,-3294487423.4802,21.9710,22.1059
2014-06-20,30.2,96.0055,93.8024,85.7068,62.3210,77.2166,0.0000,100.0000,1891224458.0000,-3254661023.4802,22.1462,22.2700
2014-06-23,30.23,94.9201,94.7100,85.8853,62.5154,63.7863,0.0000,100.0000,1917753358.0000,-3237359566.9584,22.2992,22.4085
2014-06-24,30.5,86.3506,92.4254,86.2666,63.3644,77.3810,7.1429,100.0000,1971150958.0000,-3231586853.4449,22.4760,22.5301
2014-06-25,30.88,82.8723,88.0477,88.1613,64.3144,99.2090,0.0000,100.0000,2015444258.0000,-3206447412.9044,22.6550,22.6741
2014-06-26,30.78,80.6622,83.2950,89.7774,65.1694,110.7306,14.2857,92.8571,1988721958.0000,-3201840119.8009,22.8808,22.8379
2014-06-27,30.93,88.1159,83.8835,90.0518,66.0596,113.5077,7.1429,85.7143,2019498258.0000,-3185426093.1343,23.1034,22.9802
2014-06-30,30.9,87.9312,85.5698,90.0518,66.5233,85.9948,0.0000,78.5714,1997939858.0000,-3176549104.8990,23.1914,23.0967
2014-01-07,30.98,26.3207,43.9048,59.6473,34.3645,-20.6641,0.0000,71.4286,1761081758.0000,-3581243468.7161,19.2568,19.1959
2014-02-07,30.98,54.8213,32.1553,43.2213,34.1271,-13.5867,78.5714,0.0000,1397808558.0000,-3592258238.3479,18.3433,18.3660
2014-03-07,31.14,53.0182,45.9542,52.4372,10.7120,48.2294,71.4286,50.0000,1517497758.0000,-3510030555.8881,18.7195,18.7063
2014-04-07,,73.6936,78.6345,70.4480,46.2106,130.4272,0.0000,100.0000,1583924258.0000,-3549015264.2691,19.5654,19.6203
2014-07-07,31.03,66.1764,75.1311,91.2366,66.7549,77.6269,0.0000,92.8571,2024384058.0000,-3179914491.3738,23.5243,23.4607
2014-08-07,30.79,20.2198,25.1775,48.2928,45.1567,-127.3270,92.8571,14.2857,2078069658.0000,-3015041274.8419,25.9055,25.7046
2014-09-07,30.89,,,,,,,,,,,
2014-10-07,31.26,35.6397,33.3820,43.9427,21.1146,-115.6055,78.5714,14.2857,2056766496.0000,-2937282051.1833,26.4032,26.3939
2014-11-07,31.25,49.7887,67.5895,62.7122,17.2577,8.7413,0.0000,78.5714,2087160141.0000,-2825784173.6326,26.0283,25.9850
2014-07-14,31.49,87.2831,65.9640,77.6070,60.5059,185.2803,0.0000,100.0000,2051732458.0000,-3154428491.9007,23.7301,23.6622
2014-07-15,31.71,88.6971,80.7927,79.5403,60.8666,149.1565,0.0000,100.0000,2112738558.0000,-3110580357.5257,23.7844,23.7534
2014-07-16,34.65,94.6001,90.1934,89.6469,63.4995,315.8138,71.4286,100.0000,2248631758.0000,-2990674592.8198,23.9619,24.0688
2014-07-17,33.7,87.7271,90.3414,91.9265,65.8692,155.7578,64.2857,92.8571,2178040658.0000,-3047727673.6417,24.2076,24.4506
2014-07-18,33.7,80.2495,87.5256,82.8199,66.8623,95.6086,57.1429,85.7143,2178040658.0000,-3030150126.9750,24.4157,24.7073
2014-07-21,34.06,74.6157,80.8641,77.4891,67.9957,84.4674,50.0000,78.5714,2210137858.0000,-3013868938.5692,24.6039,24.8826
2014-07-22,34.7901,83.1641,79.3431,80.8337,69.3315,90.9504,42.8571,100.0000,2253052958.0000,-2975459924.0692,24.8457,25.1108
2014-07-23,34.5,85.2087,80.9962,83.1982,70.5336,74.2911,35.7143,92.8571,2226975958.0000,-2976095948.4595,25.1395,25.3700
2014-07-24,34.25,78.1142,82.1623,77.1009,70.6200,58.4906,28.5714,85.7143,2193795558.0000,-2992395092.3191,25.4288,25.5402
2014-07-25,34.25,63.9481,75.7570,72.5704,69.8080,43.5355,21.4286,78.5714,2193795558.0000,-2978025092.3191,25.6499,25.6475
2014-07-28,34.23,50.5344,64.1989,73.1795,68.8139,31.5397,14.2857,71.4286,2162823358.0000,-2959723337.7737,25.8657,25.7465
2014-07-29,34.19,43.0768,52.5197,73.5063,67.9902,17.1842,7.1429,64.2857,2136681658.0000,-2967192394.9165,26.0715,25.8330
2014-07-30,34.35,44.4370,46.0160,73.8602,67.5362,44.7113,0.0000,57.1429,2169464458.0000,-2961625504.3505,26.1480,25.9093
2014-07-31,33.89,35.6651,41.0596,68.2855,65.7348,-65.3659,0.0000,50.0000,2134033258.0000,-2984172631.6232,26.1396,25.9412
2014-01-08,33.745,15.4143,26.7003,62.2395,31.8678,-102.5563,0.0000,64.2857,1731401258.0000,-3592102188.2283,19.2846,19.2089
2014-04-08,34.05,73.4143,73.7232,71.3626,49.3255,131.3862,0.0000,100.0000,1640623758.0000,-3504915653.1580,19.6542,19.6890
2014-05-08,32.82,63.6519,54.8030,54.0075,19.9757,102.5633,42.8571,0.0000,1697593158.0000,-3499428073.7568,20.0564,20.0980
2014-06-08,32.845,,,,,,,,,,,
2014-07-08,32.68,45.0281,62.4693,85.5294,64.3678,-9.1321,7.1429,85.7143,1986775358.0000,-3199708544.0054,23.5931,23.5079
2014-08-08,32.6,20.6772,23.6237,46.0953,40.9414,-101.8171,85.7143,7.1429,2042585658.0000,-3041268579.1898,25.8179,25.6227
2014-11-08,33.02,,,,,,,,,,,
2014-12-08,33.13,53.7521,65.4684,74.7858,45.2502,28.5394,0.0000,92.8571,2264099624.0000,-2728628392.1121,28.7076,28.5904
2014-08-13,34.1,76.4257,50.5947,54.4920,34.0619,104.7948,64.2857,0.0000,2131367358.0000,-2986902245.2967,25.5760,25.5391
2014-08-14,33.94,88.9312,71.4177,65.4242,34.3041,117.7926,57.1429,21.4286,2105914658.0000,-2991577231.0110,25.5908,25.6651
2014-08-15,34.17,91.9546,85.7705,65.9846,34.3853,105.8358,50.0000,14.2857,2134492258.0000,-2967617300.1688,25.6355,25.7753
2014-08-18,34.41,91.8724,90.9194,67.8382,35.1296,114.8661,42.8571,100.0000,2161724458.0000,-2946986845.6233,25.6894,25.8879
2014-08-19,34.34,93.3929,92.4066,70.5160,35.8756,95.6954,35.7143,100.0000,2132442558.0000,-2955185777.6233,25.7464,26.0136
2014-08-20,34.5,94.2640,93.1764,63.8689,36.0790,83.0783,28.5714,100.0000,2159582858.0000,-2929690344.2900,25.8720,26.0786
2014-08-21,35.15,94.4774,94.0448,66.8285,37.8862,125.5350,21.4286,100.0000,2196725658.0000,-2896562982.1278,25.9898,26.1640
2014-08-22,34.94,91.6020,93.4478,74.3418,39.5323,120.7845,14.2857,100.0000,2175528958.0000,-2913374157.9899,26.1763,26.3375
2014-08-25,34.81,79.2762,88.4519,71.6610,39.3238,89.0101,7.1429,92.8571,2156940058.0000,-2920066161.9899,26.3512,26.4641
2014-08-26,34.8,67.1082,79.3288,64.6016,39.1361,70.8620,0.0000,85.7143,2137306658.0000,-2927701373.1010,26.4960,26.5257
2014-08-27,34.79,55.9608,67.4484,65.8477,38.5514,46.4253,7.1429,78.5714,2120521458.0000,-2927159915.0365,26.6231,26.5900
2014-08-28,34.65,37.6324,53.5671,59.3482,37.8775,16.1550,0.0000,71.4286,2101612558.0000,-2938505255.0365,26.6663,26.6035
2014-08-29,34.92,36.5068,43.3667,62.3014,37.7582,43.0741,7.1429,64.2857,2133915358.0000,-2909859375.7912,26.7210,26.6425
2014-01-09,,17.9263,19.8871,53.7925,29.2262,-152.8330,0.0000,57.1429,1710523258.0000,-3604628988.2283,19.2876,19.1894
2014-02-09,34.57,,,,,,,,,,,
2014-03-09,34.57,,,,,,,,,,,
2014-04-09,34.905,89.0742,78.7274,78.4140,52.1904,122.2399,14.2857,100.0000,1675105558.0000,-3479946073.8477,19.7558,19.8238
2014-05-09,35.0,68.2770,62.1379,55.6721,18.2775,51.9054,35.7143,0.0000,1677268758.0000,-3502637189.5462,20.0524,20.1125
2014-08-09,35.33,,,,,,,,,,,
2014-09-09,34.91,67.8843,68.8456,67.3235,35.6177,78.1924,7.1429,92.8571,2152821358.0000,-2930021452.2858,26.8396,26.8367
2014-10-09,35.02,44.6550,43.0977,47.9413,19.5095,-45.4945,92.8571,0.0000,2063536974.0000,-2933555653.4617,26.2926,26.2904
2014-11-09,35.02,,,,,,,,,,,
2014-12-09,34.62,47.1120,56.4438,58.8658,41.6847,-79.7219,14.2857,85.7143,2235612306.0000,-2714565032.5931,28.7681,28.5629
2014-09-15,34.54,29.3796,36.9112,52.0216,28.6962,-121.8546,100.0000,64.2857,2123614958.0000,-2905416448.5703,26.8512,26.8239
2014-09-16,34.93,39.4479,34.8281,46.5085,27.2906,-11.7146,92.8571,57.1429,2144490658.0000,-2894807486.2752,26.8288,26.7752
2014-09-17,34.98,61.4475,43.4250,56.0059,26.6185,38.9333,85.7143,50.0000,2170769558.0000,-2893664925.4056,26.8358,26.7970
2014-09-18,35.17,84.0015,61.6323,59.7918,26.0135,67.3299,78.5714,42.8571,2194579158.0000,-2869855325.4056,26.8812,26.8443
2014-09-19,34.82,77.9409,74.4633,60.5109,25.7431,19.9180,71.4286,35.7143,2147727258.0000,-2916707225.4056,26.8997,26.8885
2014-09-22,34.71,62.8344,74.9256,50.9008,23.3850,-48.3926,64.2857,28.5714,2122279558.0000,-2925189792.0723,26.8858,26.8715
2014-09-23,34.42,32.1193,57.6315,49.2982,21.9247,-131.1475,57.1429,21.4286,2096588858.0000,-2944652443.5875,26.8412,26.8478
2014-09-24,34.75,27.1559,40.7032,42.5934,19.8252,-52.1677,50.0000,14.2857,2115358846.0000,-2933703283.9208,26.8061,26.7842
2014-09-25,34.14,22.9569,27.4107,49.4983,20.3507,-152.9145,100.0000,7.1429,2080976462.0000,-2948438591.3494,26.7976,26.7722
2014-09-26,34.26,36.3696,28.8275,41.3537,21.7787,-150.6302,100.0000,0.0000,2106859960.0000,-2929646462.6644,26.7483,26.7035
2014-09-29,34.9,52.5951,37.3072,38.0417,19.6790,-16.4408,92.8571,0.0000,2135863066.0000,-2905615317.6930,26.6982,26.6192
2014-09-30,34.82,75.0812,54.6820,54.8982,17.8351,22.7209,85.7143,50.0000,2100588511.0000,-2891864219.9811,26.7314,26.6680
2014-01-10,33.99,25.8547,19.7318,56.1946,28.6813,-7.9548,0.0000,50.0000,1741112058.0000,-3629973993.9426,19.2929,19.1845
2014-02-10,33.52,81.3248,55.3546,41.5699,32.3523,26.1589,71.4286,0.0000,1422379858.0000,-3580368899.6383,18.3111,18.3523
2014-03-10,34.03,70.8512,57.1605,49.2240,10.8413,93.9277,64.2857,42.8571,1542405858.0000,-3493157326.8558,18.7271,18.6997
2014-06-10,34.11,79.6392,83.6499,72.7539,46.5246,105.4828,0.0000,92.8571,1847212858.0000,-3350337423.7273,20.9564,20.9799
